id,x,y
415,384.0,862.0
416,314.0,488.0
417,815.0,978.0
418,997.0,598.0
419,258.0,573.0
420,685.0,368.0
421,697.0,265.0
422,833.0,497.0
423,842.0,481.0
424,477.0,937.0
425,654.0,904.0
426,880.0,966.0
427,105.0,180.0
428,415.0,523.0
429,196.0,870.0
430,712.0,781.0
431,220.0,652.0
432,47.0,976.0
433,283.0,778.0
434,984.0,484.0
435,62.0,771.0
436,256.0,155.0
437,830.0,384.0
438,924.0,883.0
439,710.0,801.0
440,748.0,439.0
441,203.0,86.0
442,843.0,548.0
443,946.0,896.0
444,558.0,219.0
445,726.0,422.0
446,627.0,320.0
447,753.0,602.0
448,551.0,407.0
449,170.0,569.0
450,242.0,803.0
451,822.0,356.0
452,918.0,925.0
453,264.0,847.0
454,232.0,865.0
455,40.0,984.0
456,678.0,213.0
457,187.0,214.0
458,218.0,141.0
459,5.0,201.0
460,181.0,727.0
461,73.0,772.0
462,400.0,534.0
463,514.0,119.0
464,603.0,438.0
465,509.0,260.0
466,55.0,709.0
467,65.0,734.0
468,448.0,333.0
469,32.0,560.0
470,40.0,598.0
471,364.0,436.0
472,48.0,915.0
473,638.0,194.0
474,289.0,900.0
475,817.0,504.0
476,65.0,701.0
477,270.0,825.0
478,313.0,577.0
479,33.0,609.0
480,988.0,726.0
481,328.0,755.0
482,704.0,359.0
483,327.0,312.0
484,631.0,37.0
485,165.0,429.0
486,629.0,240.0
487,212.0,564.0
488,642.0,201.0
489,585.0,932.0
490,335.0,982.0
491,911.0,208.0
492,993.0,799.0
493,347.0,487.0
494,648.0,607.0
495,844.0,478.0
496,484.0,925.0
497,662.0,962.0
498,469.0,911.0
499,136.0,495.0
500,246.0,693.0
501,694.0,362.0
502,279.0,948.0
503,117.0,776.0
504,237.0,728.0
505,61.0,334.0
506,639.0,541.0
507,819.0,723.0
508,742.0,676.0
509,335.0,666.0
510,685.0,781.0
511,475.0,132.0
512,875.0,693.0
513,538.0,786.0
514,631.0,519.0
515,24.0,691.0
516,76.0,956.0
517,649.0,263.0
518,273.0,876.0
519,609.0,475.0
520,618.0,152.0
521,97.0,306.0
522,481.0,737.0
523,71.0,451.0
524,96.0,989.0
525,265.0,266.0
526,705.0,252.0
527,459.0,979.0
528,940.0,686.0
529,991.0,133.0
530,473.0,340.0
531,524.0,304.0
532,902.0,482.0
533,62.0,39.0
534,891.0,180.0
535,218.0,68.0
536,564.0,128.0
537,724.0,756.0
538,142.0,723.0
539,199.0,802.0
540,838.0,393.0
541,170.0,195.0
542,991.0,179.0
543,327.0,422.0
544,462.0,560.0
545,50.0,912.0
546,274.0,530.0
547,165.0,743.0
548,503.0,930.0
549,966.0,598.0
550,414.0,19.0
551,478.0,965.0
552,857.0,314.0
553,974.0,589.0
554,905.0,657.0
555,736.0,179.0
556,746.0,547.0
557,79.0,359.0
558,822.0,719.0
559,611.0,871.0
560,221.0,972.0
561,747.0,25.0
562,317.0,246.0
563,479.0,411.0
564,663.0,953.0
565,390.0,844.0
566,123.0,548.0
567,919.0,567.0
568,277.0,365.0
569,876.0,710.0
570,48.0,695.0
571,211.0,991.0
572,602.0,104.0
573,25.0,664.0
574,480.0,25.0
575,842.0,729.0
576,1000.0,577.0
577,113.0,381.0
578,884.0,645.0
579,998.0,717.0
580,161.0,208.0
581,366.0,683.0
582,302.0,922.0
583,71.0,282.0
584,608.0,939.0
585,463.0,27.0
586,857.0,993.0
587,155.0,642.0
588,188.0,723.0
589,39.0,15.0
590,248.0,256.0
591,549.0,404.0
592,577.0,32.0
593,180.0,887.0
594,253.0,881.0
595,251.0,66.0
596,780.0,353.0
597,925.0,23.0
598,229.0,298.0
599,467.0,518.0
600,629.0,690.0
601,767.0,447.0
602,609.0,706.0
603,101.0,540.0
604,285.0,58.0
605,151.0,320.0
606,405.0,567.0
607,266.0,302.0
608,737.0,994.0
609,979.0,446.0
610,709.0,111.0
611,773.0,865.0
612,301.0,43.0
613,98.0,770.0
614,186.0,834.0
615,638.0,680.0
616,122.0,275.0
617,818.0,874.0
618,587.0,993.0
619,581.0,90.0
620,675.0,767.0
621,394.0,485.0
622,233.0,115.0
623,523.0,829.0
624,258.0,116.0
625,540.0,968.0
626,530.0,493.0
627,91.0,519.0
628,504.0,936.0
629,919.0,829.0
630,456.0,683.0
631,114.0,174.0
632,869.0,350.0
633,648.0,215.0
634,72.0,7.0
635,122.0,700.0
636,137.0,505.0
637,799.0,415.0
638,14.0,55.0
639,852.0,391.0
640,925.0,58.0
641,896.0,356.0
642,1000.0,181.0
643,740.0,435.0
644,171.0,685.0
645,414.0,107.0
646,319.0,3.0
647,428.0,407.0
648,649.0,573.0
649,287.0,377.0
650,345.0,908.0
651,260.0,775.0
652,455.0,930.0
653,395.0,17.0
654,29.0,545.0
655,784.0,396.0
656,515.0,475.0
657,76.0,518.0
658,397.0,332.0
659,249.0,19.0
660,84.0,948.0
661,619.0,511.0
662,55.0,952.0
663,110.0,785.0
664,245.0,598.0
665,767.0,266.0
666,689.0,850.0
667,524.0,721.0
668,408.0,696.0
669,215.0,198.0
670,559.0,740.0
671,850.0,248.0
672,813.0,23.0
673,113.0,360.0
674,5.0,103.0
675,150.0,678.0
676,24.0,381.0
677,564.0,946.0
678,948.0,682.0
679,692.0,713.0
680,439.0,83.0
681,120.0,789.0
682,383.0,989.0
683,444.0,944.0
684,780.0,460.0
685,291.0,865.0
686,884.0,797.0
687,580.0,354.0
688,597.0,359.0
689,39.0,789.0
690,105.0,650.0
691,974.0,818.0
692,772.0,641.0
693,278.0,318.0
694,277.0,353.0
695,705.0,598.0
696,10.0,683.0
697,376.0,850.0
698,709.0,481.0
699,554.0,851.0
700,349.0,880.0
701,654.0,921.0
702,287.0,871.0
703,507.0,121.0
704,651.0,137.0
705,885.0,710.0
706,978.0,127.0
707,252.0,845.0
708,108.0,383.0
709,796.0,535.0
710,324.0,120.0
711,680.0,848.0
712,741.0,55.0
713,567.0,356.0
714,948.0,484.0
715,384.0,849.0
716,898.0,609.0
717,333.0,274.0
718,48.0,119.0
719,162.0,955.0
720,755.0,16.0
721,680.0,28.0
722,905.0,694.0
723,516.0,164.0
724,815.0,264.0
725,145.0,502.0
726,370.0,139.0
727,147.0,867.0
728,413.0,855.0
729,725.0,215.0
730,382.0,152.0
731,465.0,342.0
732,207.0,306.0
733,362.0,832.0
734,450.0,698.0
735,76.0,260.0
736,689.0,652.0
737,456.0,653.0
738,166.0,505.0
739,297.0,183.0
740,674.0,941.0
741,360.0,125.0
742,698.0,567.0
743,641.0,61.0
744,806.0,739.0
745,879.0,332.0
746,291.0,644.0
747,328.0,738.0
748,60.0,626.0
749,771.0,498.0
750,773.0,764.0
751,782.0,446.0
752,236.0,699.0
753,246.0,489.0
754,44.0,716.0
755,125.0,308.0
756,465.0,68.0
757,471.0,311.0
758,586.0,559.0
759,690.0,839.0
760,703.0,363.0
761,61.0,613.0
762,959.0,114.0
763,505.0,443.0
764,236.0,226.0
765,591.0,180.0
766,298.0,472.0
767,808.0,917.0
768,177.0,815.0
769,80.0,442.0
770,820.0,484.0
771,534.0,945.0
772,971.0,304.0
773,508.0,967.0
774,318.0,272.0
775,826.0,605.0
776,884.0,385.0
777,305.0,965.0
778,664.0,720.0
779,527.0,864.0
780,516.0,762.0
781,853.0,785.0
782,306.0,979.0
783,686.0,79.0
784,294.0,656.0
785,990.0,418.0
786,775.0,966.0
787,52.0,500.0
788,972.0,304.0
789,504.0,998.0
790,173.0,863.0
791,580.0,766.0
792,130.0,459.0
793,639.0,292.0
794,688.0,616.0
795,926.0,405.0
796,683.0,889.0
797,590.0,217.0
798,80.0,441.0
799,949.0,339.0
800,366.0,878.0
801,5.0,325.0
802,189.0,316.0
803,213.0,379.0
804,248.0,724.0
805,489.0,309.0
806,435.0,486.0
807,484.0,727.0
808,224.0,242.0
809,94.0,504.0
810,314.0,961.0
811,231.0,474.0
812,516.0,264.0
813,832.0,385.0
814,900.0,15.0
815,127.0,103.0
816,176.0,136.0
817,160.0,67.0
818,346.0,693.0
819,547.0,990.0
820,584.0,219.0
821,495.0,809.0
822,383.0,299.0
823,69.0,896.0
824,947.0,391.0
825,705.0,505.0
826,822.0,909.0
827,976.0,477.0
828,799.0,545.0
829,610.0,193.0
830,46.0,858.0
831,752.0,779.0
832,505.0,89.0
833,483.0,553.0
834,525.0,251.0
835,585.0,737.0
836,759.0,448.0
837,553.0,402.0
838,300.0,459.0
839,867.0,678.0
840,77.0,562.0
841,499.0,201.0
842,492.0,616.0
843,690.0,820.0
844,310.0,386.0
845,956.0,549.0
846,803.0,123.0
847,354.0,770.0
848,134.0,392.0
849,6.0,687.0
850,8.0,147.0
851,859.0,27.0
852,553.0,65.0
853,695.0,997.0
854,465.0,120.0
855,407.0,480.0
856,399.0,411.0
857,510.0,499.0
858,608.0,240.0
859,906.0,910.0
860,834.0,444.0
861,900.0,358.0
862,448.0,970.0
863,466.0,485.0
864,845.0,701.0
865,763.0,376.0
866,76.0,538.0
867,899.0,267.0
868,750.0,729.0
869,950.0,497.0
870,161.0,440.0
871,222.0,709.0
872,693.0,594.0
873,768.0,305.0
874,449.0,937.0
875,154.0,151.0
876,148.0,376.0
877,474.0,526.0
878,265.0,553.0
879,617.0,328.0
880,417.0,672.0
881,781.0,526.0
882,11.0,580.0
883,237.0,863.0
884,128.0,92.0
885,351.0,810.0
886,669.0,575.0
887,843.0,769.0
888,740.0,767.0
889,304.0,526.0
890,298.0,862.0
891,966.0,953.0
892,37.0,837.0
893,711.0,961.0
894,534.0,28.0
