id,x,y
217,517.0,18.0
218,998.0,838.0
219,949.0,850.0
220,928.0,822.0
221,601.0,533.0
222,923.0,783.0
223,102.0,799.0
224,726.0,914.0
225,834.0,244.0
226,239.0,755.0
227,838.0,831.0
228,866.0,934.0
229,630.0,73.0
230,793.0,816.0
231,949.0,878.0
232,72.0,589.0
233,436.0,525.0
234,541.0,524.0
235,543.0,471.0
236,588.0,198.0
237,640.0,38.0
238,440.0,626.0
239,178.0,630.0
240,721.0,822.0
241,528.0,881.0
242,705.0,976.0
243,653.0,366.0
244,981.0,905.0
245,679.0,929.0
246,793.0,937.0
247,335.0,676.0
248,212.0,772.0
249,896.0,799.0
250,233.0,776.0
251,902.0,891.0
252,1000.0,799.0
253,328.0,612.0
254,169.0,693.0
255,45.0,654.0
256,868.0,917.0
257,152.0,749.0
258,233.0,943.0
259,316.0,594.0
260,408.0,600.0
261,945.0,853.0
262,509.0,590.0
263,843.0,915.0
264,471.0,500.0
265,775.0,770.0
266,303.0,689.0
267,579.0,103.0
268,935.0,853.0
269,659.0,857.0
270,426.0,546.0
271,932.0,920.0
272,996.0,850.0
273,237.0,642.0
274,840.0,94.0
275,706.0,671.0
276,190.0,756.0
277,163.0,677.0
278,734.0,882.0
279,403.0,754.0
280,669.0,187.0
281,947.0,869.0
282,783.0,848.0
283,747.0,889.0
284,710.0,131.0
285,851.0,992.0
286,157.0,888.0
287,964.0,968.0
288,550.0,923.0
289,320.0,759.0
290,881.0,806.0
291,941.0,885.0
292,333.0,404.0
293,990.0,838.0
294,171.0,759.0
295,647.0,47.0
296,296.0,835.0
297,655.0,146.0
298,243.0,669.0
299,475.0,535.0
300,197.0,879.0
301,565.0,50.0
302,985.0,834.0
303,784.0,970.0
304,546.0,65.0
305,144.0,788.0
306,870.0,661.0
307,508.0,521.0
308,669.0,386.0
309,845.0,859.0
310,268.0,693.0
311,860.0,854.0
312,768.0,700.0
313,196.0,769.0
314,245.0,941.0
315,411.0,529.0
316,535.0,56.0
317,327.0,947.0
318,789.0,831.0
319,145.0,726.0
320,708.0,76.0
321,808.0,838.0
322,657.0,144.0
323,686.0,66.0
324,514.0,578.0
325,894.0,933.0
326,909.0,814.0
327,579.0,57.0
328,938.0,972.0
329,435.0,803.0
330,730.0,857.0
331,819.0,787.0
332,861.0,742.0
333,251.0,785.0
334,497.0,40.0
335,969.0,748.0
336,990.0,860.0
337,701.0,863.0
338,195.0,682.0
339,610.0,942.0
340,103.0,703.0
341,802.0,833.0
342,260.0,726.0
343,221.0,735.0
344,777.0,692.0
345,984.0,821.0
346,912.0,928.0
347,475.0,554.0
348,959.0,862.0
349,646.0,31.0
350,991.0,886.0
351,735.0,812.0
352,707.0,889.0
353,333.0,824.0
354,824.0,954.0
355,197.0,855.0
356,487.0,514.0
357,570.0,729.0
358,653.0,40.0
359,850.0,803.0
360,630.0,47.0
361,563.0,493.0
362,216.0,737.0
363,689.0,858.0
364,688.0,876.0
365,883.0,783.0
366,334.0,767.0
367,847.0,890.0
368,966.0,862.0
369,524.0,554.0
370,181.0,847.0
371,886.0,743.0
372,241.0,760.0
373,995.0,751.0
374,663.0,926.0
375,660.0,593.0
376,807.0,731.0
377,124.0,687.0
378,282.0,720.0
379,704.0,58.0
380,950.0,824.0
381,825.0,869.0
382,795.0,770.0
383,150.0,720.0
384,664.0,408.0
385,222.0,837.0
386,930.0,938.0
387,313.0,960.0
388,819.0,911.0
389,906.0,880.0
390,180.0,749.0
391,914.0,961.0
392,357.0,506.0
393,649.0,780.0
394,975.0,865.0
395,687.0,737.0
396,258.0,723.0
397,543.0,546.0
398,660.0,70.0
399,650.0,873.0
400,541.0,495.0
