id,lambda
253,6.0
254,2.0
255,4.0
256,4.0
257,1.0
258,6.0
259,10.0
260,4.0
261,1.0
262,8.0
263,1.0
264,3.0
265,1.0
266,10.0
267,1.0
268,5.0
269,10.0
270,6.0
271,7.0
272,4.0
273,5.0
274,4.0
275,4.0
276,10.0
277,10.0
278,1.0
279,8.0
280,5.0
281,10.0
282,2.0
283,9.0
284,5.0
285,4.0
286,3.0
287,3.0
288,6.0
289,9.0
290,8.0
291,3.0
292,9.0
293,3.0
294,7.0
295,10.0
296,6.0
297,5.0
298,10.0
299,1.0
300,7.0
301,7.0
302,10.0
303,10.0
304,3.0
305,6.0
306,9.0
307,7.0
308,4.0
309,9.0
310,8.0
311,6.0
312,1.0
313,1.0
314,3.0
315,5.0
316,10.0
317,9.0
318,7.0
319,2.0
320,10.0
321,2.0
322,7.0
323,8.0
324,7.0
325,9.0
326,2.0
327,1.0
328,4.0
329,4.0
330,7.0
331,7.0
332,1.0
333,2.0
334,6.0
335,1.0
336,4.0
337,6.0
338,9.0
339,2.0
340,2.0
341,8.0
342,5.0
343,9.0
344,7.0
345,6.0
346,4.0
347,3.0
348,3.0
349,2.0
350,2.0
351,5.0
352,5.0
353,8.0
354,3.0
355,6.0
356,9.0
357,3.0
358,9.0
359,8.0
360,6.0
361,6.0
362,8.0
363,10.0
364,10.0
365,5.0
366,10.0
367,2.0
368,5.0
369,1.0
370,7.0
371,10.0
372,7.0
373,1.0
374,6.0
375,10.0
376,10.0
377,1.0
378,6.0
379,1.0
380,8.0
381,3.0
382,1.0
383,6.0
384,8.0
385,1.0
386,5.0
387,5.0
388,10.0
389,4.0
390,3.0
391,6.0
392,9.0
393,7.0
394,6.0
395,8.0
396,6.0
397,8.0
398,6.0
399,9.0
400,2.0
401,8.0
402,2.0
403,8.0
404,2.0
405,7.0
406,8.0
407,3.0
408,7.0
409,4.0
410,9.0
411,8.0
412,6.0
413,6.0
414,10.0
415,9.0
416,6.0
417,10.0
418,5.0
419,5.0
420,1.0
421,6.0
422,10.0
423,8.0
424,1.0
425,3.0
426,9.0
427,10.0
428,3.0
429,3.0
430,9.0
431,5.0
432,3.0
433,3.0
434,4.0
435,7.0
436,8.0
437,9.0
438,4.0
439,3.0
440,8.0
441,10.0
442,3.0
443,4.0
444,2.0
445,1.0
446,4.0
447,9.0
448,8.0
449,1.0
450,3.0
451,5.0
452,6.0
453,9.0
454,5.0
455,9.0
456,10.0
457,2.0
458,9.0
459,5.0
460,2.0
461,1.0
462,6.0
463,4.0
464,8.0
465,3.0
466,5.0
467,5.0
468,10.0
469,9.0
470,1.0
471,3.0
472,10.0
473,7.0
474,9.0
475,8.0
476,6.0
477,9.0
478,9.0
479,9.0
480,2.0
481,10.0
482,8.0
483,3.0
484,8.0
485,5.0
486,4.0
487,3.0
488,4.0
489,8.0
490,6.0
491,2.0
492,8.0
493,3.0
494,1.0
495,1.0
496,2.0
497,5.0
498,3.0
499,1.0
500,10.0
501,7.0
502,5.0
503,8.0
504,10.0
505,1.0
506,7.0
507,8.0
508,3.0
509,4.0
510,10.0
511,3.0
512,5.0
513,3.0
514,2.0
515,9.0
516,9.0
517,6.0
518,1.0
519,3.0
520,10.0
521,10.0
522,10.0
523,10.0
524,2.0
525,2.0
526,10.0
527,9.0
528,5.0
529,4.0
530,10.0
531,4.0
532,10.0
533,6.0
534,9.0
535,2.0
536,6.0
537,8.0
538,7.0
539,4.0
540,5.0
541,5.0
542,3.0
543,6.0
544,4.0
545,8.0
546,4.0
547,2.0
548,2.0
549,3.0
550,1.0
551,4.0
552,6.0
553,4.0
554,1.0
555,9.0
556,8.0
557,9.0
558,7.0
559,3.0
560,4.0
561,9.0
562,5.0
563,4.0
564,4.0
565,7.0
566,10.0
567,9.0
568,7.0
569,5.0
570,10.0
571,5.0
572,6.0
573,5.0
574,2.0
575,1.0
576,9.0
577,1.0
578,5.0
579,1.0
580,9.0
581,8.0
582,2.0
583,10.0
584,10.0
585,6.0
586,10.0
587,7.0
588,8.0
589,5.0
590,9.0
591,6.0
592,7.0
593,4.0
594,9.0
595,9.0
596,4.0
597,1.0
598,3.0
599,2.0
600,9.0
601,8.0
602,5.0
603,10.0
604,6.0
605,5.0
606,3.0
607,4.0
608,7.0
609,8.0
610,5.0
611,4.0
612,5.0
613,2.0
614,6.0
615,4.0
616,10.0
617,3.0
618,8.0
619,4.0
620,5.0
621,2.0
622,1.0
623,3.0
624,1.0
625,7.0
626,3.0
627,8.0
628,3.0
629,1.0
630,3.0
631,7.0
632,2.0
633,5.0
634,4.0
635,8.0
636,1.0
637,7.0
638,2.0
639,6.0
640,4.0
641,6.0
642,5.0
643,2.0
644,1.0
645,7.0
646,1.0
647,2.0
648,4.0
649,1.0
650,3.0
651,8.0
652,3.0
653,2.0
654,8.0
655,8.0
656,5.0
657,4.0
658,7.0
659,1.0
660,4.0
661,7.0
662,6.0
663,6.0
664,2.0
665,1.0
666,6.0
667,8.0
668,2.0
669,2.0
670,3.0
671,4.0
672,1.0
673,2.0
674,5.0
675,3.0
676,1.0
677,5.0
678,10.0
679,6.0
680,10.0
681,7.0
682,7.0
683,8.0
684,3.0
685,5.0
686,4.0
687,4.0
688,5.0
689,3.0
690,10.0
691,6.0
692,10.0
693,1.0
694,7.0
695,4.0
696,7.0
697,4.0
698,2.0
699,9.0
700,2.0
