id,x,y
167,585.0,299.0
168,107.0,789.0
169,617.0,223.0
170,242.0,907.0
171,601.0,240.0
172,453.0,388.0
173,301.0,889.0
174,246.0,818.0
175,356.0,916.0
176,681.0,238.0
177,607.0,119.0
178,351.0,970.0
179,159.0,896.0
180,582.0,156.0
181,472.0,257.0
182,143.0,878.0
183,113.0,926.0
184,236.0,888.0
185,738.0,73.0
186,677.0,194.0
187,716.0,196.0
188,532.0,304.0
189,334.0,772.0
190,514.0,326.0
191,220.0,712.0
192,631.0,121.0
193,531.0,262.0
194,707.0,228.0
195,617.0,160.0
196,624.0,151.0
197,609.0,191.0
198,599.0,228.0
199,210.0,727.0
200,481.0,78.0
201,239.0,749.0
202,650.0,373.0
203,550.0,138.0
204,393.0,807.0
205,195.0,806.0
206,81.0,873.0
207,375.0,829.0
208,506.0,104.0
209,104.0,898.0
210,674.0,225.0
211,271.0,910.0
212,222.0,806.0
213,655.0,37.0
214,324.0,847.0
215,622.0,54.0
216,399.0,213.0
217,101.0,875.0
218,668.0,402.0
219,30.0,895.0
220,241.0,842.0
221,627.0,176.0
222,869.0,235.0
223,812.0,223.0
224,561.0,286.0
225,171.0,973.0
226,582.0,242.0
227,192.0,858.0
228,651.0,183.0
229,175.0,840.0
230,365.0,946.0
231,215.0,770.0
232,125.0,924.0
233,296.0,984.0
234,682.0,174.0
235,165.0,846.0
236,136.0,982.0
237,397.0,821.0
238,185.0,807.0
239,236.0,972.0
240,278.0,948.0
241,338.0,880.0
242,759.0,215.0
243,498.0,51.0
244,177.0,962.0
245,253.0,878.0
246,190.0,865.0
247,612.0,266.0
248,204.0,902.0
249,169.0,877.0
250,101.0,877.0
251,586.0,247.0
252,242.0,885.0
253,235.0,775.0
254,585.0,201.0
255,592.0,164.0
256,461.0,897.0
257,652.0,246.0
258,267.0,899.0
259,204.0,860.0
260,298.0,852.0
261,156.0,936.0
262,135.0,977.0
263,268.0,927.0
264,303.0,918.0
265,110.0,877.0
266,625.0,248.0
267,265.0,857.0
268,592.0,325.0
269,715.0,115.0
270,565.0,376.0
271,306.0,759.0
272,208.0,961.0
273,120.0,892.0
274,115.0,963.0
275,33.0,726.0
276,750.0,227.0
277,432.0,927.0
278,97.0,802.0
279,552.0,303.0
280,257.0,846.0
281,191.0,873.0
282,595.0,189.0
283,190.0,815.0
284,175.0,949.0
285,359.0,932.0
286,458.0,246.0
287,175.0,872.0
288,486.0,173.0
289,320.0,818.0
290,207.0,945.0
291,32.0,894.0
292,183.0,837.0
293,76.0,937.0
294,154.0,972.0
295,215.0,886.0
296,647.0,225.0
297,90.0,963.0
298,635.0,199.0
299,310.0,860.0
300,757.0,281.0
301,528.0,222.0
302,187.0,947.0
303,568.0,144.0
304,179.0,893.0
305,429.0,939.0
306,323.0,841.0
307,527.0,77.0
308,116.0,883.0
309,792.0,274.0
310,611.0,282.0
311,170.0,927.0
312,776.0,408.0
313,136.0,925.0
314,161.0,968.0
315,575.0,237.0
316,283.0,911.0
317,684.0,269.0
318,303.0,957.0
319,98.0,843.0
320,608.0,145.0
321,136.0,934.0
322,412.0,885.0
323,435.0,879.0
324,421.0,265.0
325,189.0,916.0
326,296.0,925.0
327,394.0,969.0
328,161.0,856.0
329,222.0,947.0
330,189.0,816.0
331,470.0,256.0
332,239.0,875.0
333,171.0,888.0
334,433.0,776.0
335,434.0,170.0
336,205.0,941.0
337,55.0,872.0
338,354.0,803.0
339,612.0,189.0
340,135.0,857.0
341,664.0,215.0
342,145.0,863.0
343,740.0,71.0
344,102.0,946.0
345,592.0,250.0
346,519.0,99.0
347,214.0,884.0
348,402.0,983.0
349,593.0,174.0
350,118.0,922.0
351,738.0,121.0
352,41.0,948.0
353,350.0,705.0
354,544.0,124.0
355,196.0,681.0
356,160.0,889.0
357,159.0,858.0
358,654.0,195.0
359,782.0,275.0
360,328.0,864.0
361,605.0,668.0
362,241.0,885.0
363,740.0,404.0
364,266.0,914.0
365,717.0,180.0
366,458.0,81.0
367,684.0,230.0
368,301.0,860.0
369,180.0,920.0
370,301.0,865.0
371,294.0,964.0
372,383.0,912.0
373,559.0,143.0
374,747.0,383.0
375,433.0,966.0
376,563.0,258.0
377,827.0,145.0
378,294.0,784.0
379,147.0,707.0
380,173.0,944.0
381,298.0,915.0
382,175.0,923.0
383,333.0,919.0
384,280.0,869.0
385,596.0,219.0
386,614.0,286.0
387,104.0,861.0
388,279.0,771.0
389,188.0,938.0
390,100.0,840.0
391,117.0,866.0
392,722.0,126.0
393,215.0,853.0
394,276.0,893.0
395,444.0,296.0
396,547.0,286.0
397,213.0,803.0
398,86.0,990.0
399,173.0,947.0
400,672.0,173.0
401,130.0,983.0
402,360.0,987.0
403,718.0,192.0
404,66.0,817.0
405,657.0,97.0
406,33.0,914.0
407,649.0,414.0
408,680.0,208.0
409,623.0,266.0
410,678.0,101.0
411,270.0,864.0
412,620.0,232.0
413,335.0,935.0
414,451.0,57.0
415,295.0,987.0
416,101.0,738.0
417,359.0,881.0
418,158.0,934.0
419,182.0,919.0
420,717.0,177.0
421,653.0,54.0
422,683.0,139.0
423,381.0,928.0
424,277.0,962.0
425,645.0,238.0
426,608.0,267.0
427,625.0,217.0
428,565.0,76.0
429,523.0,188.0
430,519.0,855.0
431,165.0,947.0
432,305.0,922.0
433,406.0,294.0
434,125.0,702.0
435,227.0,858.0
436,774.0,36.0
437,611.0,204.0
438,107.0,703.0
439,209.0,979.0
440,557.0,175.0
441,80.0,903.0
442,172.0,890.0
443,203.0,984.0
444,665.0,200.0
445,230.0,892.0
446,138.0,914.0
447,270.0,872.0
448,702.0,198.0
449,737.0,258.0
450,150.0,975.0
451,666.0,196.0
452,174.0,804.0
453,266.0,959.0
454,142.0,936.0
455,142.0,976.0
456,79.0,750.0
457,208.0,836.0
458,439.0,240.0
459,438.0,339.0
460,841.0,230.0
461,289.0,910.0
462,191.0,888.0
463,309.0,861.0
464,242.0,958.0
465,408.0,932.0
466,243.0,954.0
467,616.0,200.0
468,729.0,281.0
469,642.0,230.0
470,707.0,106.0
471,395.0,678.0
472,134.0,820.0
473,514.0,197.0
474,547.0,236.0
475,660.0,98.0
476,0.0,923.0
477,190.0,870.0
478,302.0,673.0
479,50.0,967.0
480,79.0,930.0
481,628.0,254.0
482,3.0,965.0
483,159.0,988.0
484,613.0,252.0
485,229.0,833.0
486,343.0,877.0
487,255.0,772.0
488,626.0,246.0
489,332.0,921.0
490,214.0,861.0
491,200.0,882.0
492,117.0,872.0
493,119.0,964.0
494,370.0,865.0
495,632.0,243.0
496,304.0,893.0
497,52.0,899.0
498,434.0,232.0
499,288.0,773.0
500,301.0,905.0
501,284.0,799.0
