id,x,y
247,444.0,16.0
248,223.0,518.0
249,821.0,540.0
250,939.0,766.0
251,157.0,549.0
252,106.0,921.0
253,961.0,583.0
254,925.0,959.0
255,619.0,540.0
256,507.0,97.0
257,790.0,509.0
258,404.0,252.0
259,44.0,843.0
260,363.0,737.0
261,752.0,492.0
262,352.0,216.0
263,226.0,577.0
264,817.0,913.0
265,115.0,221.0
266,200.0,58.0
267,38.0,628.0
268,711.0,595.0
269,479.0,404.0
270,332.0,129.0
271,929.0,145.0
272,93.0,139.0
273,269.0,260.0
274,583.0,421.0
275,424.0,47.0
276,715.0,796.0
277,240.0,26.0
278,743.0,62.0
279,633.0,515.0
280,528.0,202.0
281,976.0,456.0
282,54.0,828.0
283,739.0,497.0
284,191.0,890.0
285,384.0,316.0
286,713.0,629.0
287,502.0,205.0
288,563.0,779.0
289,205.0,892.0
290,368.0,18.0
291,766.0,621.0
292,207.0,679.0
293,506.0,481.0
294,622.0,691.0
295,946.0,987.0
296,890.0,793.0
297,182.0,900.0
298,530.0,981.0
299,540.0,313.0
300,78.0,213.0
301,456.0,978.0
302,99.0,363.0
303,623.0,878.0
304,448.0,422.0
305,379.0,61.0
306,792.0,953.0
307,347.0,720.0
308,373.0,793.0
309,330.0,512.0
310,22.0,7.0
311,445.0,147.0
312,431.0,90.0
313,517.0,208.0
314,659.0,423.0
315,724.0,233.0
316,906.0,970.0
317,476.0,43.0
318,522.0,237.0
319,571.0,317.0
320,280.0,476.0
321,571.0,424.0
322,885.0,129.0
323,452.0,500.0
324,743.0,544.0
325,493.0,777.0
326,976.0,918.0
327,412.0,154.0
328,686.0,502.0
329,762.0,39.0
330,473.0,60.0
331,570.0,414.0
332,201.0,567.0
333,226.0,169.0
334,12.0,159.0
335,627.0,681.0
336,589.0,346.0
337,563.0,637.0
338,678.0,455.0
339,361.0,119.0
340,849.0,338.0
341,776.0,929.0
342,511.0,327.0
343,128.0,163.0
344,183.0,433.0
345,697.0,48.0
346,3.0,800.0
347,361.0,10.0
348,499.0,410.0
349,601.0,34.0
350,73.0,124.0
351,908.0,439.0
352,136.0,356.0
353,203.0,835.0
354,355.0,733.0
355,221.0,582.0
356,961.0,627.0
357,661.0,144.0
358,875.0,331.0
359,455.0,290.0
360,104.0,892.0
361,281.0,548.0
362,378.0,180.0
363,329.0,906.0
364,41.0,229.0
365,320.0,770.0
366,191.0,805.0
367,767.0,162.0
368,72.0,237.0
369,491.0,176.0
370,716.0,497.0
371,391.0,682.0
372,828.0,526.0
373,457.0,274.0
374,934.0,814.0
375,33.0,480.0
376,765.0,225.0
377,337.0,209.0
378,903.0,78.0
379,223.0,461.0
380,668.0,475.0
381,201.0,270.0
382,261.0,879.0
383,697.0,920.0
384,152.0,937.0
385,573.0,385.0
386,724.0,568.0
387,892.0,43.0
388,159.0,283.0
389,931.0,623.0
390,585.0,768.0
391,449.0,408.0
392,459.0,705.0
393,203.0,692.0
394,215.0,862.0
395,712.0,480.0
396,150.0,407.0
397,274.0,443.0
398,565.0,501.0
399,230.0,119.0
400,157.0,111.0
401,481.0,368.0
402,662.0,102.0
403,252.0,72.0
404,737.0,554.0
405,111.0,96.0
406,110.0,348.0
407,232.0,480.0
408,970.0,989.0
409,910.0,901.0
410,598.0,686.0
411,327.0,371.0
412,267.0,682.0
413,571.0,194.0
414,383.0,829.0
415,897.0,166.0
416,869.0,417.0
417,244.0,30.0
418,809.0,255.0
419,4.0,177.0
420,340.0,996.0
421,32.0,602.0
422,793.0,712.0
423,916.0,104.0
424,77.0,731.0
425,489.0,744.0
426,330.0,707.0
427,600.0,540.0
428,803.0,954.0
429,123.0,430.0
430,998.0,17.0
431,229.0,468.0
432,67.0,511.0
433,897.0,279.0
434,448.0,185.0
435,680.0,762.0
436,752.0,263.0
437,724.0,44.0
438,911.0,15.0
439,29.0,685.0
440,563.0,589.0
441,972.0,125.0
442,696.0,82.0
443,61.0,393.0
444,536.0,881.0
445,963.0,57.0
446,690.0,225.0
447,759.0,430.0
448,535.0,47.0
449,468.0,19.0
450,860.0,45.0
451,810.0,233.0
452,753.0,13.0
453,217.0,331.0
454,747.0,415.0
455,106.0,630.0
456,207.0,218.0
457,389.0,952.0
458,974.0,969.0
459,242.0,335.0
460,249.0,118.0
461,118.0,982.0
462,741.0,606.0
463,15.0,459.0
464,52.0,684.0
465,990.0,159.0
466,325.0,995.0
467,926.0,999.0
468,123.0,903.0
469,544.0,369.0
470,582.0,67.0
471,676.0,344.0
472,793.0,276.0
473,774.0,131.0
474,447.0,520.0
475,675.0,775.0
476,723.0,323.0
477,624.0,108.0
478,431.0,317.0
479,531.0,961.0
480,401.0,76.0
481,493.0,604.0
482,125.0,188.0
483,558.0,463.0
484,646.0,587.0
485,736.0,62.0
486,698.0,127.0
487,270.0,234.0
488,100.0,418.0
489,154.0,568.0
490,396.0,895.0
491,890.0,116.0
492,740.0,150.0
493,509.0,345.0
494,42.0,516.0
495,837.0,341.0
496,363.0,882.0
497,9.0,260.0
498,543.0,783.0
499,238.0,33.0
500,101.0,723.0
501,823.0,319.0
502,376.0,753.0
503,421.0,707.0
504,912.0,300.0
505,564.0,169.0
506,101.0,247.0
507,418.0,767.0
508,79.0,258.0
509,806.0,598.0
510,857.0,357.0
511,465.0,7.0
512,718.0,756.0
513,571.0,33.0
514,858.0,934.0
515,498.0,115.0
516,270.0,966.0
517,837.0,44.0
518,897.0,98.0
519,659.0,168.0
520,6.0,579.0
521,33.0,841.0
522,846.0,736.0
523,792.0,131.0
524,524.0,301.0
525,545.0,773.0
526,154.0,997.0
527,945.0,365.0
528,248.0,354.0
529,206.0,831.0
530,351.0,798.0
531,868.0,116.0
532,936.0,974.0
533,809.0,145.0
534,542.0,321.0
535,515.0,23.0
536,167.0,912.0
537,594.0,490.0
538,910.0,515.0
539,542.0,619.0
540,855.0,937.0
541,758.0,776.0
542,217.0,592.0
543,810.0,821.0
544,735.0,333.0
545,950.0,557.0
546,305.0,532.0
547,880.0,441.0
548,877.0,400.0
549,771.0,528.0
550,592.0,578.0
551,520.0,681.0
552,175.0,953.0
553,276.0,21.0
554,574.0,742.0
555,199.0,633.0
556,852.0,821.0
557,476.0,514.0
558,326.0,299.0
559,589.0,781.0
560,960.0,350.0
561,830.0,120.0
562,0.0,291.0
563,65.0,496.0
564,877.0,905.0
565,753.0,97.0
566,329.0,24.0
567,207.0,545.0
568,811.0,359.0
569,113.0,342.0
570,120.0,573.0
571,295.0,581.0
572,298.0,609.0
573,731.0,893.0
574,763.0,273.0
575,816.0,651.0
576,702.0,61.0
577,880.0,426.0
578,719.0,232.0
579,955.0,689.0
580,715.0,141.0
581,788.0,762.0
582,34.0,817.0
583,105.0,22.0
584,857.0,788.0
585,134.0,359.0
586,831.0,163.0
587,361.0,870.0
588,975.0,958.0
589,553.0,819.0
590,807.0,673.0
591,19.0,838.0
592,746.0,121.0
593,130.0,380.0
594,741.0,511.0
595,80.0,424.0
596,173.0,767.0
597,906.0,426.0
598,990.0,111.0
599,748.0,520.0
600,92.0,895.0
601,371.0,978.0
602,986.0,670.0
603,929.0,905.0
604,661.0,524.0
605,974.0,197.0
606,742.0,652.0
607,732.0,747.0
608,870.0,188.0
609,612.0,890.0
610,348.0,284.0
611,973.0,109.0
612,34.0,437.0
613,137.0,997.0
614,474.0,63.0
615,665.0,444.0
616,300.0,335.0
617,856.0,104.0
618,866.0,249.0
619,528.0,91.0
620,140.0,964.0
621,25.0,937.0
622,848.0,367.0
623,486.0,786.0
624,857.0,918.0
625,357.0,860.0
626,823.0,709.0
627,162.0,150.0
628,77.0,809.0
629,516.0,380.0
630,772.0,832.0
631,387.0,199.0
632,261.0,767.0
633,619.0,645.0
634,754.0,57.0
635,692.0,838.0
636,193.0,932.0
637,738.0,941.0
638,406.0,976.0
639,811.0,360.0
640,487.0,965.0
641,396.0,197.0
642,444.0,940.0
643,182.0,954.0
644,85.0,539.0
645,70.0,483.0
646,161.0,570.0
647,447.0,194.0
648,757.0,845.0
649,692.0,506.0
650,930.0,251.0
651,950.0,549.0
652,601.0,86.0
653,143.0,117.0
654,698.0,634.0
655,238.0,877.0
656,543.0,987.0
657,761.0,809.0
658,494.0,134.0
659,562.0,925.0
660,838.0,282.0
661,834.0,210.0
662,926.0,436.0
663,375.0,833.0
664,568.0,225.0
665,106.0,594.0
666,675.0,986.0
667,835.0,632.0
668,144.0,83.0
669,272.0,373.0
670,4.0,496.0
671,299.0,740.0
672,805.0,641.0
673,482.0,600.0
674,255.0,448.0
675,834.0,470.0
676,117.0,696.0
677,837.0,469.0
678,345.0,585.0
679,703.0,523.0
680,476.0,565.0
681,893.0,816.0
682,271.0,417.0
683,877.0,492.0
684,605.0,578.0
685,156.0,613.0
686,607.0,721.0
687,527.0,358.0
688,54.0,581.0
689,591.0,478.0
690,7.0,37.0
691,529.0,997.0
692,705.0,436.0
693,110.0,166.0
694,702.0,173.0
695,962.0,671.0
696,262.0,521.0
697,82.0,75.0
698,1000.0,703.0
699,607.0,536.0
700,764.0,227.0
701,827.0,744.0
702,788.0,463.0
703,450.0,136.0
704,72.0,466.0
705,119.0,348.0
706,32.0,58.0
707,178.0,910.0
708,381.0,159.0
709,686.0,207.0
710,276.0,358.0
711,683.0,682.0
712,708.0,748.0
713,707.0,282.0
714,141.0,999.0
715,558.0,169.0
716,403.0,688.0
717,315.0,671.0
718,827.0,880.0
719,601.0,481.0
720,641.0,950.0
721,98.0,116.0
722,611.0,668.0
723,313.0,616.0
724,928.0,521.0
725,595.0,498.0
726,350.0,295.0
727,397.0,963.0
728,595.0,904.0
729,798.0,339.0
730,978.0,460.0
731,260.0,800.0
732,302.0,615.0
733,653.0,302.0
734,5.0,126.0
735,512.0,800.0
736,541.0,691.0
737,559.0,690.0
738,24.0,21.0
739,465.0,522.0
740,125.0,178.0
741,868.0,947.0
742,204.0,141.0
743,636.0,919.0
744,703.0,643.0
745,385.0,155.0
746,790.0,245.0
747,244.0,833.0
748,244.0,666.0
749,870.0,543.0
750,606.0,359.0
751,712.0,497.0
752,553.0,343.0
753,532.0,975.0
754,555.0,276.0
755,165.0,33.0
756,757.0,787.0
757,537.0,457.0
758,120.0,51.0
759,932.0,958.0
760,815.0,623.0
761,502.0,636.0
762,859.0,508.0
763,42.0,675.0
764,10.0,496.0
765,999.0,300.0
766,908.0,736.0
767,735.0,980.0
768,459.0,564.0
769,49.0,877.0
770,483.0,587.0
771,945.0,557.0
772,602.0,2.0
773,633.0,936.0
774,379.0,182.0
775,814.0,486.0
776,710.0,500.0
777,178.0,687.0
778,466.0,406.0
779,186.0,732.0
780,381.0,762.0
781,69.0,478.0
782,193.0,411.0
783,109.0,653.0
784,40.0,10.0
785,142.0,303.0
786,90.0,111.0
787,334.0,499.0
788,443.0,482.0
789,187.0,290.0
790,262.0,691.0
791,814.0,908.0
792,171.0,930.0
793,446.0,214.0
794,893.0,96.0
795,205.0,410.0
796,137.0,120.0
797,115.0,986.0
798,745.0,541.0
799,368.0,926.0
800,77.0,338.0
