id,lambda
814,5.0
815,5.0
816,3.0
817,3.0
818,8.0
819,9.0
820,7.0
821,6.0
822,7.0
823,10.0
824,7.0
825,10.0
826,4.0
827,2.0
828,1.0
829,10.0
830,9.0
831,3.0
832,6.0
833,3.0
834,9.0
835,10.0
836,1.0
837,1.0
838,1.0
839,10.0
840,8.0
841,5.0
842,7.0
843,8.0
844,8.0
845,8.0
846,7.0
847,5.0
848,4.0
849,5.0
850,7.0
851,1.0
852,2.0
853,9.0
854,10.0
855,7.0
856,6.0
857,1.0
858,1.0
859,1.0
860,5.0
861,3.0
862,5.0
863,10.0
864,4.0
865,5.0
866,6.0
867,8.0
868,6.0
869,7.0
870,9.0
871,3.0
872,3.0
873,9.0
874,2.0
875,1.0
876,6.0
877,10.0
878,10.0
879,5.0
880,8.0
881,9.0
882,5.0
883,9.0
884,7.0
885,8.0
886,6.0
887,6.0
888,10.0
889,2.0
890,10.0
891,4.0
892,10.0
893,7.0
894,10.0
895,5.0
896,9.0
897,8.0
898,2.0
899,3.0
900,5.0
901,3.0
902,2.0
903,3.0
904,2.0
905,7.0
906,6.0
907,5.0
908,5.0
909,2.0
910,8.0
911,3.0
912,3.0
913,4.0
914,1.0
915,3.0
916,1.0
917,8.0
918,10.0
919,6.0
920,5.0
921,3.0
922,2.0
923,4.0
924,6.0
925,8.0
926,7.0
927,6.0
928,7.0
929,3.0
930,6.0
931,6.0
932,10.0
933,3.0
934,5.0
935,8.0
936,9.0
937,1.0
938,5.0
939,2.0
940,7.0
941,8.0
942,5.0
943,5.0
944,4.0
945,1.0
946,5.0
947,8.0
948,8.0
949,6.0
950,5.0
951,5.0
952,7.0
953,5.0
954,4.0
955,4.0
956,6.0
957,10.0
958,10.0
959,2.0
960,6.0
961,10.0
962,7.0
963,1.0
964,3.0
965,2.0
966,1.0
967,5.0
968,2.0
969,1.0
970,10.0
971,5.0
972,3.0
973,4.0
974,5.0
975,1.0
976,9.0
977,10.0
978,5.0
979,6.0
980,8.0
981,6.0
982,6.0
983,10.0
984,3.0
985,8.0
986,7.0
987,6.0
988,1.0
989,1.0
990,3.0
991,9.0
992,2.0
993,8.0
994,4.0
995,10.0
996,5.0
997,7.0
998,5.0
999,2.0
1000,7.0
