id,x,y
236,201.0,233.0
237,353.0,729.0
238,302.0,404.0
239,708.0,855.0
240,739.0,843.0
241,198.0,250.0
242,55.0,143.0
243,257.0,410.0
244,26.0,411.0
245,832.0,234.0
246,207.0,344.0
247,212.0,757.0
248,277.0,453.0
249,274.0,472.0
250,272.0,828.0
251,875.0,101.0
252,434.0,975.0
253,510.0,975.0
254,709.0,932.0
255,647.0,943.0
256,349.0,428.0
257,317.0,866.0
258,391.0,393.0
259,612.0,815.0
260,217.0,666.0
261,229.0,740.0
262,630.0,918.0
263,125.0,704.0
264,545.0,898.0
265,184.0,757.0
266,492.0,930.0
267,985.0,201.0
268,448.0,998.0
269,117.0,784.0
270,359.0,490.0
271,292.0,715.0
272,365.0,531.0
273,503.0,795.0
274,21.0,220.0
275,225.0,872.0
276,387.0,551.0
277,895.0,120.0
278,476.0,868.0
279,281.0,586.0
280,609.0,944.0
281,868.0,164.0
282,148.0,748.0
283,168.0,463.0
284,364.0,550.0
285,844.0,163.0
286,465.0,614.0
287,214.0,637.0
288,189.0,582.0
289,94.0,186.0
290,863.0,190.0
291,676.0,800.0
292,175.0,686.0
293,393.0,400.0
294,172.0,614.0
295,320.0,504.0
296,35.0,206.0
297,182.0,671.0
298,356.0,599.0
299,88.0,215.0
300,608.0,775.0
301,481.0,721.0
302,449.0,751.0
