id,x,y
297,253.0,75.0
298,829.0,599.0
299,138.0,159.0
300,617.0,363.0
301,710.0,107.0
302,37.0,564.0
303,974.0,967.0
304,759.0,756.0
305,580.0,848.0
306,260.0,64.0
307,466.0,4.0
308,596.0,890.0
309,745.0,159.0
310,411.0,858.0
311,847.0,81.0
312,207.0,27.0
313,912.0,418.0
314,859.0,340.0
315,425.0,770.0
316,375.0,325.0
317,114.0,18.0
318,923.0,49.0
319,87.0,908.0
320,84.0,327.0
321,219.0,869.0
322,378.0,164.0
323,800.0,100.0
324,22.0,470.0
325,417.0,894.0
326,952.0,3.0
327,105.0,215.0
328,80.0,581.0
329,728.0,532.0
330,823.0,527.0
331,625.0,890.0
332,854.0,377.0
333,500.0,240.0
334,126.0,833.0
335,560.0,23.0
336,138.0,966.0
337,909.0,990.0
338,447.0,664.0
339,187.0,283.0
340,435.0,345.0
341,460.0,767.0
342,325.0,901.0
343,362.0,602.0
344,448.0,905.0
345,485.0,74.0
346,754.0,65.0
347,19.0,676.0
348,583.0,926.0
349,646.0,430.0
350,678.0,820.0
351,672.0,469.0
352,451.0,76.0
353,430.0,867.0
354,497.0,468.0
355,910.0,712.0
356,364.0,919.0
357,655.0,436.0
358,580.0,785.0
359,513.0,457.0
360,860.0,683.0
361,486.0,458.0
362,768.0,472.0
363,490.0,89.0
364,936.0,775.0
365,663.0,367.0
366,653.0,403.0
367,800.0,702.0
368,846.0,788.0
369,439.0,890.0
370,343.0,784.0
371,477.0,523.0
372,459.0,894.0
373,422.0,91.0
374,612.0,340.0
375,881.0,418.0
376,665.0,647.0
377,488.0,927.0
378,574.0,373.0
379,318.0,951.0
380,580.0,535.0
381,381.0,57.0
382,578.0,904.0
383,529.0,432.0
384,424.0,941.0
385,564.0,835.0
386,462.0,915.0
387,604.0,438.0
388,711.0,692.0
389,575.0,526.0
390,661.0,448.0
391,585.0,331.0
392,1000.0,582.0
393,694.0,324.0
394,715.0,435.0
395,531.0,377.0
396,916.0,669.0
397,319.0,988.0
398,629.0,379.0
399,748.0,383.0
400,550.0,545.0
401,817.0,728.0
402,886.0,630.0
403,369.0,882.0
404,464.0,790.0
405,459.0,892.0
406,923.0,675.0
407,263.0,731.0
408,910.0,658.0
409,954.0,676.0
410,955.0,758.0
411,463.0,15.0
412,339.0,995.0
413,548.0,384.0
414,646.0,127.0
415,615.0,529.0
416,530.0,491.0
417,892.0,599.0
418,857.0,656.0
419,718.0,361.0
420,620.0,399.0
421,713.0,410.0
422,695.0,486.0
423,379.0,965.0
424,910.0,765.0
425,764.0,542.0
426,746.0,566.0
427,576.0,472.0
428,409.0,909.0
429,758.0,330.0
430,638.0,454.0
431,788.0,471.0
432,395.0,814.0
433,601.0,815.0
434,599.0,443.0
435,612.0,452.0
436,517.0,665.0
437,471.0,427.0
438,684.0,451.0
439,314.0,942.0
440,642.0,441.0
441,467.0,104.0
442,427.0,886.0
443,449.0,692.0
444,720.0,420.0
445,603.0,776.0
446,785.0,108.0
447,705.0,286.0
448,861.0,753.0
449,253.0,757.0
450,582.0,120.0
451,859.0,725.0
452,930.0,746.0
453,707.0,355.0
454,708.0,496.0
455,356.0,949.0
456,194.0,998.0
457,721.0,392.0
458,523.0,914.0
459,249.0,8.0
460,569.0,530.0
461,634.0,437.0
462,697.0,596.0
463,800.0,653.0
464,388.0,283.0
465,610.0,597.0
466,628.0,541.0
467,406.0,480.0
468,519.0,35.0
469,960.0,884.0
470,1000.0,655.0
471,891.0,715.0
472,375.0,465.0
473,653.0,335.0
474,881.0,810.0
475,476.0,502.0
476,512.0,6.0
477,314.0,80.0
478,372.0,452.0
479,796.0,503.0
480,708.0,436.0
481,980.0,890.0
482,821.0,409.0
483,459.0,846.0
484,587.0,505.0
485,396.0,901.0
486,715.0,374.0
487,469.0,73.0
488,528.0,455.0
489,714.0,162.0
490,436.0,399.0
491,441.0,504.0
492,677.0,307.0
493,389.0,851.0
494,979.0,797.0
495,691.0,762.0
496,694.0,486.0
497,322.0,213.0
498,600.0,75.0
499,458.0,506.0
500,368.0,879.0
501,782.0,605.0
502,700.0,177.0
503,553.0,57.0
504,650.0,469.0
505,361.0,931.0
506,535.0,162.0
507,911.0,691.0
508,779.0,427.0
509,580.0,467.0
510,584.0,169.0
511,711.0,433.0
512,485.0,490.0
513,968.0,639.0
514,469.0,82.0
515,538.0,432.0
516,423.0,126.0
517,649.0,580.0
518,741.0,403.0
519,714.0,575.0
520,630.0,532.0
521,937.0,664.0
522,696.0,451.0
523,698.0,403.0
524,561.0,303.0
525,316.0,878.0
526,476.0,920.0
527,503.0,81.0
528,414.0,875.0
529,368.0,922.0
530,966.0,709.0
531,482.0,907.0
532,426.0,613.0
533,619.0,443.0
534,319.0,189.0
535,696.0,579.0
536,561.0,392.0
537,759.0,434.0
538,549.0,403.0
539,498.0,309.0
540,697.0,697.0
541,695.0,444.0
542,385.0,778.0
543,509.0,466.0
544,276.0,695.0
545,383.0,737.0
546,566.0,572.0
547,727.0,389.0
548,693.0,465.0
549,854.0,859.0
550,855.0,780.0
551,449.0,817.0
552,702.0,359.0
553,534.0,381.0
554,514.0,94.0
555,782.0,608.0
556,691.0,459.0
557,953.0,734.0
558,911.0,584.0
559,734.0,515.0
560,794.0,421.0
561,930.0,603.0
562,465.0,430.0
563,715.0,395.0
564,605.0,486.0
565,925.0,589.0
566,903.0,700.0
567,568.0,459.0
568,86.0,841.0
569,936.0,814.0
570,549.0,796.0
571,411.0,888.0
572,953.0,696.0
573,447.0,81.0
574,933.0,643.0
575,696.0,450.0
576,956.0,648.0
577,649.0,450.0
578,936.0,782.0
579,633.0,463.0
580,839.0,490.0
581,542.0,792.0
582,313.0,985.0
583,760.0,439.0
584,374.0,822.0
585,552.0,70.0
586,851.0,771.0
587,926.0,659.0
588,382.0,872.0
589,583.0,543.0
590,677.0,320.0
591,715.0,473.0
592,901.0,671.0
593,663.0,399.0
594,408.0,731.0
595,897.0,704.0
596,929.0,716.0
597,542.0,495.0
598,489.0,528.0
599,713.0,468.0
600,469.0,846.0
601,651.0,455.0
602,261.0,63.0
603,683.0,408.0
604,434.0,996.0
605,788.0,856.0
606,978.0,757.0
607,623.0,345.0
608,543.0,811.0
609,653.0,493.0
610,379.0,843.0
611,506.0,537.0
612,496.0,106.0
613,383.0,774.0
614,462.0,553.0
615,430.0,887.0
616,302.0,731.0
617,406.0,888.0
618,610.0,449.0
619,532.0,555.0
620,564.0,430.0
621,534.0,722.0
622,695.0,476.0
623,434.0,879.0
624,682.0,386.0
625,548.0,215.0
626,352.0,885.0
627,415.0,527.0
628,353.0,967.0
629,896.0,713.0
630,540.0,259.0
631,480.0,99.0
632,839.0,438.0
633,365.0,542.0
634,590.0,403.0
635,481.0,887.0
636,502.0,470.0
637,319.0,886.0
638,439.0,0.0
639,927.0,975.0
640,864.0,824.0
641,462.0,863.0
642,630.0,506.0
643,599.0,377.0
644,367.0,989.0
645,550.0,29.0
646,700.0,450.0
647,542.0,469.0
648,703.0,490.0
649,667.0,751.0
650,364.0,868.0
651,790.0,67.0
652,648.0,405.0
653,491.0,754.0
654,320.0,938.0
655,389.0,659.0
656,568.0,443.0
657,576.0,450.0
658,584.0,364.0
659,333.0,868.0
660,762.0,894.0
661,834.0,595.0
662,430.0,114.0
663,423.0,911.0
664,807.0,652.0
665,522.0,548.0
666,662.0,421.0
667,585.0,319.0
668,418.0,848.0
669,604.0,518.0
670,812.0,478.0
671,638.0,504.0
672,509.0,877.0
673,732.0,547.0
674,927.0,682.0
675,540.0,734.0
676,738.0,408.0
677,417.0,762.0
678,473.0,879.0
679,520.0,472.0
680,593.0,467.0
681,394.0,842.0
682,965.0,697.0
683,515.0,504.0
684,462.0,96.0
685,944.0,706.0
686,656.0,462.0
687,484.0,966.0
688,632.0,71.0
689,966.0,732.0
690,362.0,792.0
691,864.0,521.0
692,878.0,724.0
693,246.0,855.0
694,669.0,545.0
695,438.0,908.0
696,591.0,551.0
697,803.0,761.0
698,889.0,884.0
699,660.0,404.0
700,517.0,469.0
